city,stationID,stationName,aliases,translations,stationCode,longerStationCode,altCodes,priority
"Las Vegas, NM",,Las Vegas,,,LSV,,,0
"La Crosse, WI",,University of Wisconsin,,,LSW,,,0
"Latrobe, PA",,Arnold Palmer Regional Airport,,,LTB,,,0
"Lathrop-Manteca, CA",,Manteca,Manteca,,LTM,,,0
"Littlerock, CA",,Littlerock,,,LTR,,,0
"Laytonville, CA",,Laytonville,,,LTV,,,0
"Louisville, KY",,Louisville,,,LVL,,,0
"Lee Vining, CA",,Lee Vining,,,LVN,,,0
"Liverpool, PA",,Park & Ride Lot,,,LVP,,,0
"Liverpool, PA",,Lowes restaurant,,,LVR,,,0
"Las Vegas, NV",,Las Vegas,,,LVS,,,0
"Las Vegas, NV",,South Strip Transfer Terminal,,,LVT,,,0
"Longview, TX",,Longview,,,LVW,,,0
"Leavenworth, WA",,Icicle Station,,,LWA,,,0
"Lewistown, PA",,Laskaris restaurant,,,LWB,,,0
"Lewiston, ID",,Lewiston,,,LWN,,,0
"Lynchburg, VA",,Lynchburg,,,LYH,,,0
"Macomb, IL",,Thomas C. Carper Station,,,MAC,,,0
"Madras, OR",,Madras,,,MAD,,,0
"Marion, IL",,Marion,,,MAI,,,0
"Mackinaw City, MI",,Mackinaw City,,,MAK,,,0
"Malta, MT",,Malta,,,MAL,,,0
"Mattoon, IL",,Mattoon,,,MAT,,,0
"Maysville, KY",,Maysville,,,MAY,,,0
"Middlebury, VT",,Amtrak Station,,,MBY,,,0
"McComb, MS",,McComb,,,MCB,,,0
"Merced, CA",,Merced,,,MCD,,,0
"McGregor, TX",,McGregor,,,MCG,,,0
"McCook, NE",,McCook,,,MCK,,,0
"Montreal, QC",,Gare d'autocars / Bus Terminal,,,MCT,,,0
"Manchester Center, VT",,Tour Bus Parking Area,,,MCV,,,0
"Meriden, CT",,Meriden,,,MDN,,,0
"Midpines, CA",,Midpines,,,MDP,,,0
"Madera, CA",,Madera,,,MDR,,,0
"Madison, CT",,Madison,,,MDS,,,0
"Mendota, IL",,Mendota,,,MDT,,,0
"Madisonville, KY",,Madisonville,,,MDV,,,0
"Monroe - Eastbound, WA",,Grocery Outlet,,,MEE,,,0
"Meridian, MS",,Union Station,Union Station,,MEI,,,0
"Memphis, TN",,Central Station,,,MEM,,,0
"Metropark, NJ",,Iselin,iselin,,MET,,,0
"Monroe - Westbound, WA",,Shell gas station,,,MEW,,,0
"Medford, OR",,Rogue Valley Int'l Airport,,,MFA,,,0
"Medford, OR",,Front Street Station,,,MFR,,,0
"Morgan Hill, CA",,Morgan Hill,,,MHC,,,0
"Morehead City, NC",,Morehead City,,,MHD,,,0
"Marshall, TX",,Marshall,,,MHL,,,0
"Manchester, NH",,Manchester,,,MHT,,,0
"Miami, FL",,Miami,,,MIA,,,0
"Middletown, PA",,Middletown,,,MID,,,0
"Mifflintown, PA",,Mifflintown,,,MIF,,,0
"Mineola, TX",,Mineola,,,MIN,,,0
"Middlebury, VT",,Middlebury College,,,MIY,,,0
"Mount Joy, PA",,Mount Joy,,,MJY,,,0
"Milwaukee Airport-Trains, WI",,General Mitchell Int'l Airport,"General Mitchell,Mitchell",,MKA,,,0
"Milwaukee Airport-Buses, WI",,General Mitchell Int'l Airport,,,MKB,,,0
"Milwaukee-Downtown, WI",,Intermodal Station,,,MKE,,,0
"Marks, MS",,Marks,,,MKS,,,0
"Moline, IL",,Moline,,,MLI,,,0
"Moses Lake, WA",,Moses Lake,,,MLK,,,0
"Mammoth Lakes, CA",,Mammoth Lakes,,,MMK,,,0
"Montgomery, WV",,Montgomery,,,MNG,,,0
"Menomonie, WI",,University of Wisconsin Stout,,,MNM,,,0
"Monroeville, PA",,Monroeville,,,MNR,,,0
"Massena, NY",,Massena,,,MNY,,,0
"Moscow, ID",,Moscow,,,MOC,,,0
"Modesto, CA",,Modesto,,,MOD,,,0
"Mobile, AL",,Mobile,,,MOE,,,0
"Monarch Mountain, CO",,Salida,Salida,,MOH,,,0
"Mojave, CA",,Mojave,,,MOJ,,,0
"Morley, MI",,Morley,,,MOR,,,0
"Minot, ND",,Minot,,,MOT,,,0
"Moreno Valley, CA",,Riverside,,,MOV,,,0
"Moorpark, CA",,Moorpark,,,MPK,,,0
"Mapleton, OR",,Mapleton,,,MPL,,,0
"Montpelier-Berlin, VT",,Montpelier,Berlin,,MPR,,,0
"Mt. Pleasant, MI",,Central Michigan University,,,MPT,,,0
"Marquette, MI",,Marquette,,,MQT,,,0
"Martinsburg, WV",,Martinsburg,,,MRB,,,0
"Maricopa, AZ",,Maricopa,Phoenix,,MRC,,,0
"Mariposa, CA",,Midtown YARTS bus stop,,,MRM,,,0
"Mariposa, CA",,Mariposa Park and Ride,,,MRP,,,0
"Marysville, CA",,Marysville,,,MRV,,,0
"Monterey, CA",,Transit Plaza,,,MRY,,,0
"St. Paul-Minneapolis, MN",,Minneapolis-St Paul Intl Airport,"St Paul,Saint Paul,Minneapolis",,MSL,,,0
"Madison, WI",,Univ of Wisc - Gordon Center,,,MSN,,,0
"St. Paul-Minneapolis, MN",,Union Depot,"Minneapolis,St Paul,Saint Paul,Union Depot",,MSP,,,0
"Manassas, VA",,Manassas,,,MSS,,,0
"Manitowoc, WI",,Manitowoc,,,MTC,,,0
"Manton, MI",,Manton,,,MTO,,,0
"Mount Pleasant, IA",,Mount Pleasant,,,MTP,,,0
"Montreal, QC",,Gare Centrale / Central Station,"Central,Centrale,Gare,Quebec",,MTR,,,0
"Martinez, CA",,Martinez,,,MTZ,,,0
"Malvern, AR",,Malvern,,,MVN,,,0
"Mount Vernon, WA",,Mount Vernon,,,MVW,,,0
"Marinette, WI",,Marinette,,,MWI,,,0
"Monterey, CA",,Monterey Bay Aquarium,,,MYA,,,0
"Monterey, CA",,Hyatt Regency Hotel,,,MYH,,,0
"Monterey, CA",,Calle Principal Parking Garage,,,MYM,,,0
"Mystic, CT",,Mystic,,,MYS,,,0
"Monterey, CA",,Chevron gas station,,,MYT,,,0
"Seaside-Marina, CA",,CSU-Monterey Bay,,,MYU,,,0
"Nampa, ID",,Nampa,,,NAM,,,0
"Napa, CA",,Napa,,,NAP,,,0
"New Brunswick, NJ",,New Brunswick,,,NBK,,,0
"Newbern-Dyersburg, TN",,Newbern,Dyersburg,,NBN,,,0
"New Bern, NC",,New Bern,"Havelock,Morehead City",,NBR,,,0
"New Buffalo, MI",,New Buffalo,,,NBU,,,0
"Nacogdoches, TX",,Nacogdoches,,,NCG,,,0
"New Carrollton, MD",,New Carrollton,,,NCR,,,0
"North Conway, NH",,North Conway,,,NCW,,,0
"Needles, CA",,Needles,,,NDL,,,0
"Newton, KS",,Newton,,,NEW,,,0
"New Buffalo, PA",,New Buffalo,,,NFF,,,0
"Norfolk, VA",,Norfolk,,,NFK,,,0
"Niagara Falls, NY",,Niagara Falls,,,NFL,,,0
"Niagara Falls, ON",,Niagara Falls,,,NFS,,,0
"Santa Clarita-Newhall, CA",,Santa Clarita,Newhall,,NHL,,,0
"Northampton, MA",,Northampton,,,NHT,,,0
"New Haven, CT",,Union Station,Union Station,,NHV,,,0
"New Iberia, LA",,New Iberia,,,NIB,,,0
"New London, CT",,Union Station,Union Station,,NLC,,,0
"Niles, MI",,Niles,,,NLS,,,0
"New Orleans, LA",,Union Passenger Terminal,Union Passenger Depot,,NOL,,,0
"Norman, OK",,Norman,,,NOR,,,0
"North Plains, OR",,North Plains,,,NPL,,,0
"Newport News, VA",,Newport News,,,NPN,,,0
"Newport, OR",,Newport,,,NPO,,,0
"Naperville, IL",,Naperville,,,NPV,,,0
"Northridge, CA",,Los Angeles,,,NRG,,,0
"Newark, DE",,Thomas R. Carper Station,,,NRK,,,0
"New Rochelle, NY",,New Rochelle,,,NRO,,,0
"North Carolina State Fair, NC",,Raleigh,"raleigh,fair,state fair,nc state fair",,NSF,,,0
"Nashua, NH",,Nashua,,,NSH,,,0
"Nashville, TN",,Nashville,,,NVL,,,0
"Newark, NJ",,Penn Station,Penn Station,,NWK,,,0
"Newport, RI",,Newport,,,NWP,,,0
"New York State Fair, NY",,Syracuse,,,NYF,,,0
"New York, NY",,Moynihan Train Hall at Penn Sta.,"nyc,Penn Station,Moynihan Train Hall,new york city,newyork",,NYP,,,0
"Oakland, CA",,Coliseum/Airport Station,,,OAC,,,0
"Oakhurst, CA",,Oakhurst,,,OAH,,,0
"O'Brien, CA",,O'Brien,"OBrien,O'Brian,OBrian",,OBR,,,0
"Ocala, FL",,Ocala,,,OCA,,,0
"Ocean City, MD",,Ocean City,,,OCM,,,0
"Oconto, WI",,Oconto,,,OCO,,,0
"Ocean Pines-Berlin, MD",,Berlin,,,OCP,,,0
"Ogden, UT",,Ogden,,,OGD,,,0
"Oklahoma City, OK",,Oklahoma City,,,OKC,,,0
"Okeechobee, FL",,Okeechobee,,,OKE,,,0
"Oakland, CA",,Jack London Square Station,,,OKJ,,,0
"Oakville, ON",,Oakville,,,OKL,,,0
"Oakridge, OR",,Oakridge,,,OKR,,,0
"Orland, CA",,Orland,,,OLD,,,0
"San Diego, CA",,Old Town Transportation Center,,,OLT,,,0
"Olympia-Lacey, WA",,Lacey,Lacey,,OLW,,,0
"Omaha, NE",,Omaha,,,OMA,,,0
"Ontario, CA",,Ontario,,,ONA,,,0
"Ontario, OR",,Ontario,,,ONT,,,0
"Old Orchard Beach, ME",,Old Orchard Beach,,,ORB,,,0
"Oregon City, OR",,Oregon City,,,ORC,,,0
"Orlando, FL",,Orlando,Disney,,ORL,,,0
"Orono, ME",,University of Maine,,,ORO,,,0
"Oroville, CA",,Oroville,,,ORV,,,0
"Old Saybrook, CT",,Old Saybrook,,,OSB,,,0
"Osceola, IA",,Osceola,,,OSC,,,0
"Oceanside, CA",,Oceanside,,,OSD,,,0
"Oshkosh, WI",,Special Stop at EAA Air Show,"Wittman,EAA Air Show",,OSH,,,0
"Oshkosh, WI",,University of Wisconsin,,,OSU,,,0
"Otis, OR - Eastbound",,Otis,Rosewood Lodge,,OTE,,,0
"Ottumwa, IA",,Ottumwa,,,OTM,,,0
"Otis, OR - Westbound",,Otis,,,OTW,,,0
"Owosso, MI",,Owosso,,,OWO,,,0
"Oxnard, CA",,Oxnard,,,OXN,,,0
"Paducah, KY",,Paducah,,,PAD,,,0
"Pascagoula, MS",,Pascagoula,,,PAG,,,0
"Palatka, FL",,Palatka,,,PAK,,,0
"Paoli, PA",,Paoli,,,PAO,,,0
"Parkesburg, PA",,Parkesburg,,,PAR,,,0
"Pasadena, CA",,Pasadena,,,PAS,,,0
"Poplar Bluff, MO",,Poplar Bluff,,,PBF,,,0
"Port Charlotte, FL",,Port Charlotte,,,PCH,,,0
"Princeton, IL",,Princeton,,,PCT,,,0
"Placerville, CA",,Placerville,,,PCV,,,0
"Portland, OR",,Portland International Airport,,,PDA,,,0
"Palm Desert, CA",,Palm Desert,,,PDC,,,0
"Prunedale, CA",,Prunedale,,,PDL,,,0
"Portland, OR",,Union Station,Union Station,,PDX,,,0
"Pendleton, OR",,Pendleton,,,PEN,,,0
"Pittsburgh, PA",,Grant Street Transportation Ctr,,,PGB,,,0
"Pittsburgh, PA",,Union Station,Union Station,,PGH,,,0
"Phoenix, AZ",,Sky Harbor Airport,,,PHA,,,0
"Phoenix, AZ",,Greyhound Station,,,PHG,,,0
"Philadelphia, PA",,William H Gray III 30th St. Sta.,"30th,Gray,Grey",,PHL,,,0
"North Philadelphia, PA",,Philadelphia,Philadelphia,,PHN,,,0
"Peoria, IL",,City Link Transit Center,,,PIA,,,0
"Picayune, MS",,Picayune,,,PIC,,,0
"Pinehurst, NC",,Pinehurst,,,PIH,,,0
"Pittsfield, MA",,Pittsfield,,,PIT,,,0
"Peoria, IL",,Bradley University,,,PIU,,,0
"Princeton Junction, NJ",,Princeton Junction,,,PJC,,,0
"Pine Junction, CO",,Pine,,,PJT,,,0
"Plattsburgh, NY",,Plattsburgh,,,PLB,,,0
"Pulaski, NY",,Pulaski,,,PLK,,,0
"Plano, IL",,Plano,,,PLO,,,0
"Philipsburg, PA",,Philipsburg,,,PLP,,,0
"Pleasanton, CA",,Pleasanton,dublin,,PLS,,,0
"Palmdale, CA",,Palmdale,,,PMD,,,0
"Pennsauken, NJ",,Pennsauken,,,PNK,,,0
"Pontiac, MI",,Pontiac,,,PNT,,,0
"Portage, WI",,Portage,,,POG,,,0
"Port Henry, NY",,Port Henry,,,POH,,,0
"Pontiac, IL",,Pontiac,,,PON,,,0
"Portland, ME",,Portland,,,POR,,,0
"Pomona, CA",,Pomona,,,POS,,,0
"Poughkeepsie, NY",,Poughkeepsie,,,POU,,,0
"Paso Robles, CA",,Paso Robles,,,PRB,,,0
"Prince, WV",,Prince,,,PRC,,,0
"Port Trevorton, PA",,Port Trevorton,,,PRE,,,0
"Perris, CA",,Perris,,,PRI,,,0
"Port Kent, NY",,Port Kent,,,PRK,,,0
"Provo, UT",,Provo,,,PRO,,,0
"Pasco, WA",,Pasco,Walla Walla,,PSC,,,0
"Petoskey, MI",,Petsoskey,Bay View,,PSK,,,0
"Palm Springs, CA",,Amtrak Station,,,PSN,,,0
"Palm Springs, CA",,Palm Springs Airport,,,PSP,,,0
"Palm Springs, CA",,Spa Resort Casino,,,PSS,,,0
"Pellston, MI",,Pellston,,,PST,,,0
"Port Angeles, WA",,Port Angeles,,,PTA,,,0
"Petersburg, VA",,Petersburg,,,PTB,,,0
"Petaluma, CA",,Petaluma,,,PTC,,,0
"Potsdam, NY",,Potsdam,,,PTD,,,0
"Port Huron, MI",,Port Huron,,,PTH,,,0
"Port Townsend, WA",,Port Townsend,,,PTO,,,0
"Portsmouth, NH",,Portsmouth,,,PTS,,,0
"Potsdam, NY",,Clarkson University,,,PTU,,,0
"Pullman, WA",,Pullman,,,PUL,,,0
"Punxsutawney, PA",,Punxsutawney,,,PUN,,,0
"Purcell, OK",,Purcell,,,PUR,,,0
"Providence, RI",,Amtrak/MBTA Station,,,PVD,,,0
"Providence, RI",,Seastreak Ferry Terminal,,,PVF,,,0
"Pauls Valley, OK",,Pauls Valley,,,PVL,,,0
"Pottstown, PA",,Pottstown,,,PWN,,,0
"Phoenix - North, AZ",,Denny's Restaurant,,,PXN,,,0
"Quantico, VA",,Quantico,,,QAN,,,0
"Quincy, IL",,Quincy,,,QCY,,,0
"Quincy, WA",,Quincy,,,QUC,,,0
"Raton, NM",,Raton,,,RAT,,,0
"Richmond, BC",,Richmond,,,RBC,,,0
"Red Bluff, CA",,Red Bluff,,,RBF,,,0
"Rockford, IL",,Rockford,,,RCK,,,0
"Redding, CA",,Amtrak Station,Shasta College,,RDD,,,0
"Reading, PA",,Reading,,,RDI,,,0
"Redmond, OR",,Roberts Field Airport,,,RDM,,,0
"Redmond, OR",,Transit Hub,,,RDT,,,0
"Red Wing, MN",,Red Wing,,,RDW,,,0
"Reed City, MI",,Reed City,,,REE,,,0
"Rensselaer, IN",,Rensselaer,,,REN,,,0
"Raleigh, NC",,Union Station,Union Station,,RGH,,,0
"Rhinecliff, NY",,Rhinecliff,,,RHI,,,0
"Richmond, CA",,Richmond,,,RIC,,,0
"Riley, OR",,Riley,,,RIL,,,0
"Riverside, CA",,Riverside,,,RIV,,,0
"Rockford, MI",,Rockford,,,RKF,,,0
"Rockingham, NC",,Rockingham Speedway,,,RKH,,,0
"Rock Island, IL",,Augustana College,,,RKI,,,0
"Rockville, MD",,Rockville,,,RKV,,,0
"Rocklin, CA",,Rocklin,,,RLN,,,0
"Rochester, MN",,Rochester,,,RMN,,,0
"Rocky Mount, NC",,Rocky Mount,,,RMT,,,0
"Roanoke, VA",,Roanoke,,,RNK,,,0
"Reno, NV",,Reno,,,RNO,,,0
"Running Y Ranch, OR",,Klamath Falls,Klamath Falls,,RNY,,,0
"Rochester, NY",,Bus Terminal,,,ROB,,,0
"Rochester, NY",,Louise M. Slaughter Station,,,ROC,,,0
"Rockland, ME",,Rockland,,,ROD,,,0
"Rome, NY",,Rome,,,ROM,,,0
"Royal Oak, MI",,Royal Oak,,,ROY,,,0
"Rohnert Park, CA",,Rohnert Park,Sonoma State University,,RPC,,,0
"Randolph, VT",,Randolph,,,RPH,,,0
"Reedsport, OR",,Reedsport,,,RPT,,,0
"Rickreall, OR",,Rickreall,,,RRL,,,0
"Rouses Point, NY",,Rouses Point,,,RSP,,,0
"Roseville, CA",,Roseville,,,RSV,,,0
"Rock Springs, WY",,Rock Springs,,,RSY,,,0
"Rutland, VT",,MVRTD Transit Center,,,RTC,,,0
"Route 128, MA",,Westwood,"Boston,128",,RTE,,,0
"Rantoul, IL",,Rantoul,,,RTL,,,0
"Ritzville, WA",,Ritzville,,,RTZ,,,0
"Rutland, VT",,"James M Jeffords Station ",,,RUD,,,0
"Rugby, ND",,Rugby,,,RUG,,,0
"Richmond, VA",,Main Street Station,Main Street,,RVM,,,0
"Richmond, VA",,Staples Mill Road Station,Staples Mills Road,,RVR,,,0
"Rawlins, WY",,Rawlins,,,RWY,,,0
"Sacramento Airport, CA",,Sacramento,,,SAA,,,0
"St. Albans, VT",,St Albans,"St Albans,Saint Albans,Albans",,SAB,,,0
"Sacramento, CA",,Sacramento Valley Station,,,SAC,,,0
"Santa Fe, NM",,Four Seasons Area,,,SAE,,,0
"Santa Fe, NM",,Central Area,,,SAF,,,0
"Salisbury, NC",,Salisbury,,,SAL,,,0
"San Diego, CA",,Santa Fe Depot,,,SAN,,,0
"Saco, ME",,Saco,,,SAO,,,0
"Santa Paula, CA",,Santa Paula,,,SAP,,,0
"Saratoga Springs, NY",,Saratoga Springs,,,SAR,,,0
"San Antonio, TX",,San Antonio,,,SAS,,,0
"Santa Maria, CA",,Santa Maria,"guadalupe,Allan Hancock College",,SAT,,,0
"Savannah, GA",,Savannah,,,SAV,,,0
"Sandy, OR",,Sandy,,,SAY,,,0
"Santa Barbara, CA",,Amtrak Station,,,SBA,,,0
"Sebring, FL",,Sebring,,,SBG,,,0
"Seabrook, NH",,Seabrook,,,SBK,,,0
"Santa Barbara, CA",,"Univ of California, Snta Barbara",,,SBU,,,0
"Shelby, MT",,Shelby,,,SBY,,,0
"St. Catharines, ON",,St. Catharines,"St Catharines,Saint Catharines,Sainte Catharines,Catharines",,SCA,,,0
"Santa Clara, CA",,Transit Center,,,SCC,,,0
"St. Cloud, MN",,St. Cloud,"St Cloud,Saint Cloud,Cloud",,SCD,,,0
"Schriever, LA",,Schriever,,,SCH,,,0
"Sacramento, CA",,State Capitol (discharge-only),,,SCS,,,0
"Santa Cruz, CA",,Santa Cruz,,,SCZ,,,0
"Slidell, LA",,Slidell,,,SDL,,,0
"Schenectady, NY",,Schenectady,,,SDY,,,0
"Seattle, WA",,King Street Station,King Street,,SEA,,,0
"Sedalia, MO",,Sedalia,,,SED,,,0
"Seaside-Sand City, CA",,Sand City,Sand City,,SES,,,0
"Sanford, FL",,Auto Train Station,"Orlando,Disney",,SFA,,,0
"San Francisco, CA",,San Francisco,,,SFC,,,0
"Saginaw, MI",,Saginaw,,,SGW,,,0
"Sheboygan, WI",,Sheboygan,,,SHB,,,0
"Shreveport, LA",,SporTran Intermodal Terminal,,,SHR,,,0
"Shawano, WI",,Shawano,,,SHW,,,0
"Simi Valley, CA",,Simi Valley,,,SIM,,,0
"San Jose, CA",,Diridon Station,Diridon,,SJC,,,0
"St. Joseph-Benton Harbor, MI",,St. Joseph,"St Joseph,Saint Joseph,Joseph,Benton Harbor",,SJM,,,0
"Shamokin Dam, PA",,Shamokin Dam,,,SKD,,,0
"Skykomish - Eastbound, WA",,Sky gas station,,,SKE,,,0
"Stockton, CA",,San Joaquin Street Station,,,SKN,,,0
"Stockton, CA",,Robert J. Cabral Station,,,SKT,,,0
"Skykomish - Westbound, WA",,Big Bear Rest Stop restaurant,,,SKW,,,0
"Sandusky, OH",,Sandusky,,,SKY,,,0
"Salt Lake City, UT",,Salt Lake City,,,SLB,,,0
"Salt Lake City, UT",,Amtrak Station,,,SLC,,,0
"Salida, CO",,Salida,,,SLD,,,0
"Salem, OR",,Bus Stop,,,SLE,,,0
"South Lake Tahoe, CA",,Stateline Transit Center,"Lake Tahoe,Tahoe",,SLH,,,0
"Salem, OR",,Amtrak Station,,,SLM,,,0
"San Luis Obispo, CA",,Amtrak Station,Cuesta College,,SLO,,,0
"San Luis Obispo, CA",,Cal Poly,Cuesta College,,SLP,,,0
"St-Lambert, QC",,St-Lambert,"St Lambert,St. Lambert,Saint Lambert,Lambert,Quebec",,SLQ,,,0
"Salisbury, MD",,BayRunner Shuttle Office,,,SLS,,,0
"South Lake Tahoe, CA",,South Y Transit Center,"Lake Tahoe,Tahoe",,SLT,,,0
"Solvang, CA",,Solvang,,,SLV,,,0
"San Marcos, TX",,San Marcos,,,SMC,,,0
"Madison, WI",,Dutch Mill Park and Ride,,,SMD,,,0
"Sault Sainte Marie, MI",,Sault Sainte Marie,,,SMI,,,0
"Santa Monica Pier, CA",,Santa Monica,,,SMN,,,0
"Smith River, CA",,Smith River,,,SMR,,,0
"Summit, IL",,Summit,,,SMT,,,0
"Santa Ana, CA",,Santa Ana,,,SNA,,,0
"San Bernardino, CA",,San Bernardino,,,SNB,,,0
"San Juan Capistrano, CA",,San Juan Capistrano,,,SNC,,,0
"Sanderson, TX",,Sanderson,,,SND,,,0
"San Clemente Pier, CA",,San Clemente,,,SNP,,,0
"Salinas, CA",,Transit Center,,,SNR,,,0
"Salinas, CA",,Amtrak Station,,,SNS,,,0
"Stanley, WI",,Stanley,,,SNY,,,0
"South Bend, IN",,South Bend,,,SOB,,,0
"Solana Beach, CA",,Solana Beach,,,SOL,,,0
"Southern Pines, NC",,Southern Pines,,,SOP,,,0
"Selma, OR",,Selma,,,SOR,,,0
"Sparta, WI",,Sparta,,,SPA,,,0
"Spartanburg, SC",,Spartanburg,,,SPB,,,0
"San Pedro, CA",,Catalina Express Terminal,long beach,,SPD,,,0
"Springfield, MA",,Springfield,,,SPG,,,0
"Springfield, IL",,Springfield,,,SPI,,,0
"Spokane, WA",,Amtrak Station,,,SPK,,,0
"Staples, MN",,Staples,,,SPL,,,0
"South Shore-South Portsmouth, KY",,South Shore,"Portsmouth,South Portsmouth",,SPM,,,0
"San Pedro, CA",,Public Library,long beach,,SPO,,,0
"Sandpoint, ID",,Sandpoint,,,SPT,,,0
"Sparks, NV",,Sparks,,,SPX,,,0
"Sequim, WA",,Sequim,,,SQM,,,0
"Sarasota, FL",,Sarasota,,,SRA,,,0
"Santa Rosa, CA",,Santa Rosa,,,SRC,,,0
"Scranton, PA",,Scranton,,,SRN,,,0
"Searsport, ME",,Searsport,,,SRT,,,0
"Seaside, OR",,Seaside Cinema,,,SSD,,,0
"Selinsgrove, PA",,Selinsgrove,Susquehanna University,,SSG,,,0
"Seaside, OR",,Seaside Lodge & Int'l Hostel,,,SSH,,,0
"Selma-Smithfield, NC",,Selma,Smithfield,,SSM,,,0
"Stevens Pass, WA",,Stevens Pass,,,SSW,,,0
"Staunton, VA",,Staunton,,,STA,,,0
"State College, PA",,State College,"Penn State,Happy Valley",,STC,,,0
"St. George, UT",,St. George,"St George,Saint George,George",,STG,,,0
"St. Ignace, MI",,St. Ignace,"St Ignace,Saint Ignace,Ignace",,STI,,,0
"St. Louis, MO",,Gateway Station,"St Louis,Saint Louis,Louis",,STL,,,0
"Stamford, CT",,Stamford,,,STM,,,0
"Stanley, ND",,Stanley,,,STN,,,0
"Sisters, OR",,Sisters,,,STO,,,0
"St. Petersburg, FL",,St. Petersburg,"St Petersburg,Saint Petersburg,Petersburg,Clearwater,Pinellas Park,Pinella's Park,Pinelas Park,Pinelas Park",,STP,,,0
"New Haven, CT",,State Street Station,,,STS,,,0
"Stanwood, WA",,Stanwood,,,STW,,,0
"Suisun-Fairfield, CA",,Suisun City,Fairfield,,SUI,,,0
"Sunriver, OR",,Sunriver,,,SUN,,,0
"Sunbury, PA",,Sunbury,,,SUR,,,0
"Sun City-Menifee, CA",,Sun City-Menifee,Menifee,,SUT,,,0
"Seattle, WA",,Clipper Vacations Ferry Terminal,,,SVF,,,0
"Stevens Point, WI",,Olympia Family Restaurant,,,SVP,,,0
"Sturtevant, WI",,Sturtevant,,,SVT,,,0
"Stevens Point, WI",,University of Wisconsin,,,SVU,,,0
"Scotts Valley, CA",,Scotts Valley,,,SVY,,,0
"Swansboro, NC",,Swansboro,,,SWB,,,0
"Stanwood, MI",,Stanwood,,,SWD,,,0
"Syracuse, NY",,Syracuse Hancock Airport,,,SYA,,,0
"Sykesville, PA",,Sykesville,,,SYK,,,0
"Syracuse, NY",,Regional Transportation Center,,,SYR,,,0
"Tacoma, Washington",,Tacoma,,,TAB,,,0
"Tacoma, WA",,Amtrak Station,,,TAC,,,0
"Taylor, TX",,Taylor,,,TAY,,,0
"Toccoa, GA",,Toccoa,,,TCA,,,0
"Tuscaloosa, AL",,Tuscaloosa,,,TCL,,,0
"Toledo, OR",,Toledo,,,TDO,,,0
"Tehachapi, CA",,Tehachapi,,,TEH,,,0
"Tempe, AZ",,Tempe,,,TEM,,,0
"Twin Falls, ID",,Twin Falls,,,TFI,,,0
"The Dalles, OR",,The Dalles,"Bingen-White Salmon,White Salmon,Dalles,Wishram",,THD,,,0
"Thurmond, WV",,Thurmond,,,THN,,,0
"Tomah, WI",,Tomah,,,TOH,,,0
"Toledo, OH",,Toledo,,,TOL,,,0
"Topeka, KS",,Topeka,,,TOP,,,0
"Tampa, FL",,Union Station,Union Station,,TPA,,,0
"Temple, TX",,Temple,,,TPL,,,0
"Tillamook, OR",,Park & Ride,,,TPR,,,0
"Tracy, CA",,Wendy's restaurant,,,TRA,,,0
"Tracy, CA",,ACE Station,,,TRC,,,0
"Trenton, NJ",,Trenton,,,TRE,,,0
"Florence, OR",,Three Rivers Casino,,,TRF,,,0
"Trinidad, CO",,Trinidad,,,TRI,,,0
"Turlock-Denair, CA",,Denair,Denair,,TRK,,,0
"Troy, MI",,Troy,,,TRM,,,0
"Trout Run, PA",,Trout Run,,,TRR,,,0
"Truckee, CA",,Truckee,,,TRU,,,0
"Traverse City, MI",,Traverse City,,,TRV,,,0
"Tillamook, OR",,Transit Center,,,TTC,,,0
"Tualatin, OR",,Tualatin,,,TUA,,,0
"Tukwila, WA",,Tukwila,,,TUK,,,0
"Tucson, AZ",,Tucson,,,TUS,,,0
"The Villages-Lady Lake, FL",,Lady Lake,"Lady Lake,Villages",,TVF,,,0
"Tawas City, MI",,Tawas City,,,TWC,,,0
"Toronto, ON",,Union Station,"Ontario,Union",,TWO,,,0
"Texarkana, AR",,Texarkana,,,TXA,,,0
"Tyler, TX",,Tyler,,,TYL,,,0
"Tyrone, PA",,Tyrone,,,TYR,,,0
"Utica, NY",,Utica,,,UCA,,,0
"Ukiah, CA",,Ukiah,Mendocino College,,UKH,,,0
"Winston-Salem, NC",,Winston-Salem State University,,,UWS,,,0
"Virginia Beach, VA",,Hampton Road Transit bus stop,,,VAB,,,0
"Vancouver, BC Canada",,Pacific Central Station,"Pacific Central,British Columbia",,VAC,,,0
"Vale, OR",,Vale,,,VAE,,,0
"Vallejo, CA",,Vallejo Transit Center,,,VAL,,,0
"Vancouver, WA USA",,Vancouver,,,VAN,,,0
"Livermore, CA",,Vasco Road ACE Station,,,VAS,,,0
"Victoria, BC",,Capital City Station,,,VBC,,,0
"Ventura, CA",,Ventura,,,VEC,,,0
"Victoria, BC",,Clipper Vacations Ferry Terminal,,,VIF,,,0
"Visalia, CA",,Visalia,,,VIS,,,0
"Vicksburg, MS",,Vicksburg,,,VKS,,,0
"Vienna, IL",,Vienna,,,VNA,,,0
"Van Nuys, CA",,Van Nuys,,,VNC,,,0
"Ferrisburgh-Vergennes, VT",,Ferrisburgh,vergennes,,VRN,,,0
"Victorville, CA",,Amtrak Station,,,VRV,,,0
"Veneta, OR",,Veneta,,,VTA,,,0
